"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"10/01/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/02/2024","AirNow","060831009","1","0.04","ppm","37","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/03/2024","AirNow","060831009","1","0.035","ppm","32","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/04/2024","AirNow","060831009","1","0.041","ppm","38","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/05/2024","AirNow","060831009","1","0.035","ppm","32","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/06/2024","AirNow","060831009","1","0.033","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/07/2024","AirNow","060831009","1","0.032","ppm","30","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/08/2024","AirNow","060831009","1","0.029","ppm","27","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/09/2024","AirNow","060831009","1","0.024","ppm","22","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/10/2024","AirNow","060831009","1","0.029","ppm","27","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/11/2024","AirNow","060831009","1","0.029","ppm","27","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/12/2024","AirNow","060831009","1","0.024","ppm","22","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/13/2024","AirNow","060831009","1","0.022","ppm","20","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/14/2024","AirNow","060831009","1","0.027","ppm","25","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/15/2024","AirNow","060831009","1","0.029","ppm","27","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/16/2024","AirNow","060831009","1","0.026","ppm","24","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/17/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/18/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/19/2024","AirNow","060831009","1","0.045","ppm","42","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/20/2024","AirNow","060831009","1","0.046","ppm","43","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/21/2024","AirNow","060831009","1","0.041","ppm","38","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/22/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/23/2024","AirNow","060831009","1","0.042","ppm","39","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/24/2024","AirNow","060831009","1","0.045","ppm","42","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/25/2024","AirNow","060831009","1","0.042","ppm","39","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/26/2024","AirNow","060831009","1","0.039","ppm","36","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/27/2024","AirNow","060831009","1","0.029","ppm","27","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/28/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/29/2024","AirNow","060831009","1","0.034","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/30/2024","AirNow","060831009","1","0.035","ppm","32","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"10/31/2024","AirNow","060831009","1","0.036","ppm","33","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/01/2024","AirNow","060831009","1","0.04","ppm","37","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/03/2024","AirNow","060831009","1","0.033","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/05/2024","AirNow","060831009","1","0.031","ppm","29","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/06/2024","AirNow","060831009","1","0.039","ppm","36","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/07/2024","AirNow","060831009","1","0.036","ppm","33","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/08/2024","AirNow","060831009","1","0.04","ppm","37","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/09/2024","AirNow","060831009","1","0.044","ppm","41","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/10/2024","AirNow","060831009","1","0.043","ppm","40","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/12/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","20","83.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/13/2024","AirNow","060831009","1","0.034","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/14/2024","AirNow","060831009","1","0.035","ppm","32","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/15/2024","AirNow","060831009","1","0.038","ppm","35","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/16/2024","AirNow","060831009","1","0.033","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/17/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/18/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/19/2024","AirNow","060831009","1","0.035","ppm","32","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/20/2024","AirNow","060831009","1","0.035","ppm","32","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/21/2024","AirNow","060831009","1","0.035","ppm","32","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/22/2024","AirNow","060831009","1","0.033","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/23/2024","AirNow","060831009","1","0.032","ppm","30","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/24/2024","AirNow","060831009","1","0.032","ppm","30","Santa Maria","20","83.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/25/2024","AirNow","060831009","1","0.034","ppm","31","Santa Maria","20","83.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/26/2024","AirNow","060831009","1","0.023","ppm","21","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/28/2024","AirNow","060831009","1","0.022","ppm","20","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/29/2024","AirNow","060831009","1","0.02","ppm","19","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"11/30/2024","AirNow","060831009","1","0.025","ppm","23","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/02/2024","AirNow","060831009","1","0.025","ppm","23","Santa Maria","20","83.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/03/2024","AirNow","060831009","1","0.028","ppm","26","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/04/2024","AirNow","060831009","1","0.03","ppm","28","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/05/2024","AirNow","060831009","1","0.032","ppm","30","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/06/2024","AirNow","060831009","1","0.03","ppm","28","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/07/2024","AirNow","060831009","1","0.029","ppm","27","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/08/2024","AirNow","060831009","1","0.028","ppm","26","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/09/2024","AirNow","060831009","1","0.034","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/10/2024","AirNow","060831009","1","0.034","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/11/2024","AirNow","060831009","1","0.028","ppm","26","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/12/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/13/2024","AirNow","060831009","1","0.029","ppm","27","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/14/2024","AirNow","060831009","1","0.039","ppm","36","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/15/2024","AirNow","060831009","1","0.034","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/16/2024","AirNow","060831009","1","0.026","ppm","24","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/17/2024","AirNow","060831009","1","0.038","ppm","35","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/18/2024","AirNow","060831009","1","0.028","ppm","26","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/19/2024","AirNow","060831009","1","0.03","ppm","28","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/20/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/21/2024","AirNow","060831009","1","0.034","ppm","31","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/22/2024","AirNow","060831009","1","0.023","ppm","21","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/23/2024","AirNow","060831009","1","0.025","ppm","23","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/24/2024","AirNow","060831009","1","0.042","ppm","39","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/25/2024","AirNow","060831009","1","0.036","ppm","33","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/26/2024","AirNow","060831009","1","0.032","ppm","30","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/27/2024","AirNow","060831009","1","0.027","ppm","25","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/28/2024","AirNow","060831009","1","0.025","ppm","23","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/29/2024","AirNow","060831009","1","0.032","ppm","30","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/30/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","24","100.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"12/31/2024","AirNow","060831009","1","0.037","ppm","34","Santa Maria","19","79.0000","44201","Ozone","","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.8906666667","-120.4328444444"
"01/01/2024","AQS","060831013","1","0.033","ppm","31","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/02/2024","AQS","060831013","1","0.034","ppm","31","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/03/2024","AQS","060831013","1","0.039","ppm","36","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/04/2024","AQS","060831013","1","0.031","ppm","29","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/05/2024","AQS","060831013","1","0.035","ppm","32","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/06/2024","AQS","060831013","1","0.036","ppm","33","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/07/2024","AQS","060831013","1","0.035","ppm","32","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/08/2024","AQS","060831013","1","0.034","ppm","31","Lompoc HSP","39","229.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/09/2024","AQS","060831013","1","0.033","ppm","31","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/10/2024","AQS","060831013","1","0.036","ppm","33","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/11/2024","AQS","060831013","1","0.035","ppm","32","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/12/2024","AQS","060831013","1","0.037","ppm","34","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/13/2024","AQS","060831013","1","0.035","ppm","32","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/14/2024","AQS","060831013","1","0.031","ppm","29","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/15/2024","AQS","060831013","1","0.026","ppm","24","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/16/2024","AQS","060831013","1","0.027","ppm","25","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/17/2024","AQS","060831013","1","0.028","ppm","26","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/18/2024","AQS","060831013","1","0.03","ppm","28","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/19/2024","AQS","060831013","1","0.033","ppm","31","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/20/2024","AQS","060831013","1","0.025","ppm","23","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/21/2024","AQS","060831013","1","0.033","ppm","31","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/22/2024","AQS","060831013","1","0.033","ppm","31","Lompoc HSP","39","229.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/23/2024","AQS","060831013","1","0.032","ppm","30","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/24/2024","AQS","060831013","1","0.021","ppm","19","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/25/2024","AQS","060831013","1","0.031","ppm","29","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/26/2024","AQS","060831013","1","0.032","ppm","30","Lompoc HSP","42","247.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/27/2024","AQS","060831013","1","0.037","ppm","34","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/28/2024","AQS","060831013","1","0.036","ppm","33","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/29/2024","AQS","060831013","1","0.044","ppm","41","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/30/2024","AQS","060831013","1","0.036","ppm","33","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"01/31/2024","AQS","060831013","1","0.036","ppm","33","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/01/2024","AQS","060831013","1","0.036","ppm","33","Lompoc HSP","30","176.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/02/2024","AQS","060831013","1","0.039","ppm","36","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/03/2024","AQS","060831013","1","0.038","ppm","35","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/05/2024","AQS","060831013","1","0.034","ppm","31","Lompoc HSP","39","229.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/06/2024","AQS","060831013","1","0.035","ppm","32","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/07/2024","AQS","060831013","1","0.04","ppm","37","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/15/2024","AQS","060831013","1","0.032","ppm","30","Lompoc HSP","48","282.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/16/2024","AQS","060831013","1","0.033","ppm","31","Lompoc HSP","48","282.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/17/2024","AQS","060831013","1","0.032","ppm","30","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/18/2024","AQS","060831013","1","0.03","ppm","28","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/19/2024","AQS","060831013","1","0.036","ppm","33","Lompoc HSP","39","229.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/20/2024","AQS","060831013","1","0.035","ppm","32","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/21/2024","AQS","060831013","1","0.036","ppm","33","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/22/2024","AQS","060831013","1","0.032","ppm","30","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/23/2024","AQS","060831013","1","0.043","ppm","40","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
"02/24/2024","AQS","060831013","1","0.042","ppm","39","Lompoc HSP","51","300.0000","44201","Ozone","014","42200","Santa Maria-Santa Barbara, CA","06","California","083","Santa Barbara","34.7253520008837","-120.428717"
